SMILES,pACT_Value,Molecule_ChEMBL_ID,Molecule_Name,split
COc1cccc(CN(C[C@H](C2CC2)N2C(=O)[C@@](C)(CC(=O)O)CC(c3cccc(Cl)c3)[C@H]2c2ccc(Cl)cc2)S(C)(=O)=O)c1,8.82,CHEMBL6010799,,train
Cn1cc(C(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(C#N)cn2)[C@@]3(O[C@H]2CCOC2)c2ccc(Cl)cc2)cn1,8.82,CHEMBL5879052,,train
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1CO)[C@@]2(OCC1(C#N)CC1)c1ccc(Cl)cc1,8.82,CHEMBL6023101,,train
COc1ccccc1-n1nc2c(c1C(C)C)C(CC(O)CO)(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,8.82,CHEMBL3691695,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccccc1,8.82,CHEMBL3970740,,train
C[C@H]1OCCN(c2nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H]1c1ccccc1,8.82,CHEMBL5888156,,train
CN1CCC(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cn2)[C@@]3(OCC2(C(N)=O)CC2)c2ccc(Cl)cc2)CC1,8.82,CHEMBL5904824,,train
CC(=O)N1CCCC1Cn1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,8.82,CHEMBL3687277,,train
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cn2)[C@@]3(O[C@H]2C[C@H](O)C2)c2ccc(Cl)cc2)cn1,8.82,CHEMBL5755860,,train
COC(c1ccccc1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,8.82,CHEMBL5988736,,val
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cncc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.82,CHEMBL3941159,,val
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCC3c3cccc(F)c3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.82,CHEMBL6053512,,train
C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.81,CHEMBL5842437,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCCCC3C3CCCCC3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.81,CHEMBL6015490,,train
Cc1cc(Cl)cc(-c2nc(-c3noc(=O)[nH]3)nc3nc(N4CCOC[C@H]4c4ccccc4)n(C[C@H]4CC[C@H](C)CC4)c23)c1,8.81,CHEMBL5839074,,test
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(C2CCC(=O)N(C)C2)C3=O)c(OC)n1,8.81,CHEMBL3653240,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](CNCc2ccc(O)cc2)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.8,CHEMBL5205792,,train
C[C@@](CO)(Nc1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)c1ccccc1,8.8,CHEMBL5751546,,train
Cc1nonc1C1CCCN1c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,8.8,CHEMBL5897087,,train
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1)C1CCOCC1,8.8,CHEMBL5814426,,train
COc1ccccc1-n1nc2c(c1C(C)C)C(C)(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,8.8,CHEMBL3687316,,val
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(C#N)cn2)[C@@]3(OCC2(CO)CC2)c2ccc(Cl)cc2)cn1,8.8,CHEMBL5924061,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](CNCc2cccc(O)c2)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.8,CHEMBL5181296,,train
Cc1cc(Cl)ccc1C1c2c(nn(CC3CCCN3C(=O)N(C)C)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,8.8,CHEMBL3687276,,train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCNC(=O)C4)CC3)cc1)C(=O)C2,8.8,CHEMBL3601397,,train
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)c2ccc(F)cc2)C2CC2)C1=O,8.8,CHEMBL3951924,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](CNCc2cnn(C)c2)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.8,CHEMBL5196069,,train
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)c2ccccc2)C2CC2)C1=O,8.8,CHEMBL3959155,,test
CCC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OC[C@@H](C)O)c1ccc(Cl)cc1)c1cn(C)cn1,8.8,CHEMBL6008319,,test
CC(=O)N1CCC(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cn2)[C@@]3(OCC2(C(N)=O)CC2)c2ccc(Cl)cc2)CC1,8.8,CHEMBL5815013,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.8,CHEMBL5196857,,train
C[C@](O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1)C1CCOCC1,8.8,CHEMBL5814669,,train
CN1CCN(CC(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)cc2S(C)(=O)=O)[C@@]3(OC2CCOC2)c2ccc(Cl)cc2)CC1,8.8,CHEMBL6036610,,val
CCNC(=O)c1nc(N[C@H](C)C2CCC2)c2c(n1)nc(N1CCOC[C@H]1c1ccccc1)n2C[C@H]1CC[C@H](C)CC1,8.79,CHEMBL5748153,,train
COc1ccccc1C(C)(F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.79,CHEMBL5742922,,train
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2ccc4scnc4c2)C3=O)c(OC)n1,8.79,CHEMBL5790500,,train
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccn3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,8.79,CHEMBL5772320,,train
CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2N)c1,8.79,CHEMBL5760749,,train
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(C)nn2C)C3=O)c(OC)n1,8.79,CHEMBL3653248,,train
CCOC(=O)Cc1cnc(OC)c(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2)N(c2cc(Cl)ccc2C)C3=O)c1,8.79,CHEMBL3653290,,train
C[C@H](Nc1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)c1cccc(F)c1,8.79,CHEMBL5924208,,train
C[C@@H](Nc1nc(-c2nc(=O)n(C)[nH]2)nc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.79,CHEMBL5083548,,train
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cc(Cl)ccc4F)c32)CC1,8.79,CHEMBL5767577,,train
CC(C)CN(C)c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,8.78,CHEMBL5926717,,test
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cc(Cl)nc(Cl)c4)c32)CC1,8.78,CHEMBL5962450,,train
COc1ncc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)ccc1C)C2=O,8.78,CHEMBL3653284,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(O)c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.78,CHEMBL5811214,,train
COc1cccc([C@H]2[C@H](C(=O)Nc3ccc(C(=O)O)cc3OC)N[C@@H](CC(C)(C)C)[C@@]23CNc2cc(Cl)ccc23)c1,8.77,CHEMBL5441014,,val
O=C(NCCN1CCOCC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,8.77,CHEMBL3355421,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCOC[C@H]3c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,8.77,CHEMBL5983335,,train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)nc1)C(=O)C2,8.77,CHEMBL3601401,,train
Cc1nc(-c2cccc(-c3nc4c(n3C(C)C)C(c3ccc(Cl)cc3)N(c3cc(Cl)ccc3C)C4=O)c2)c[nH]1,8.77,CHEMBL3653296,,train
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1OCCN(C)C)C2=O,8.77,CHEMBL3687315,,test
COC(c1ccccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.77,CHEMBL6010566,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](CNS(=O)(=O)c2ccc(C(=O)O)cc2)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.77,CHEMBL5207803,,train
C[C@]1(O)C[C@@H](NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)C1,8.77,CHEMBL3355429,,train
CCOC(=O)c1c(C(C(=O)NCc2ccccc2)N(Cc2ccccc2)C(C)=O)c2ccc(Cl)cc2n1C(=O)OC(C)(C)C,8.77,CHEMBL3925323,,train
CC1CO[C@@H]2CCC[C@H]2N1c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.77,CHEMBL6017281,,train
Cc1cc(Cl)ccc1C1c2c(nn(CCN3CCCC3=O)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,8.77,CHEMBL3687271,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCOC[C@H]3c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,8.76,CHEMBL5088618,,train
COc1ncc(-c2nc3c(n2[C@@H](C)CO)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,8.76,CHEMBL3653301,,val
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)c(=O)n(CCN(C)C)c1)C2=O,8.75,CHEMBL3691711,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc([S+]([O-])c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.75,CHEMBL5763133,,train
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2c(F)c(C4CC4)nn2C)C3=O)c(OC)n1,8.75,CHEMBL3657109,,train
CC(C)[C@@H](CS(=O)(=O)CC(F)(F)F)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.74,CHEMBL3957184,,train
CC1CCCN(c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)C1c1ccccc1,8.74,CHEMBL5769427,,train
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(C)cc1)N(c1cccc(Cl)c1F)C2=O,8.74,CHEMBL3687292,,train
CC(=O)N(CC(C)C)C(C(=O)NCc1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ccccc12,8.74,CHEMBL3923605,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1c(F)c(F)c(F)c(F)c1F,8.74,CHEMBL3907610,,train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CC(=O)N(C)C4)CC3)cc1)C(=O)C2,8.74,CHEMBL3683172,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C4CCC4)ccn3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.74,CHEMBL5893333,,train
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(C#N)cc1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,8.74,CHEMBL6025393,,train
C[C@@](O)(CO)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,8.74,CHEMBL5794951,,train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](N)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,8.74,CHEMBL5430850,,train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N(CC(N)=O)CC(N)=O)CC3)cc1)C(=O)C2,8.74,CHEMBL3683162,,train
CC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ncc(Cl)cn1)[C@@]2(OCC1(C(N)=O)CC1)c1ccc(Cl)cc1)C1CCC1,8.74,CHEMBL5827580,,train
CC(c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,8.74,CHEMBL5831083,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](CNCc2ccncc2)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1Cl,8.74,CHEMBL5179430,,val
C#Cc1ccc(CN2C(=O)c3cc(C(C)(O)CO)cc(F)c3[C@]2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,8.74,CHEMBL5821902,,train
C[C@H](Nc1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1)c1ccc(F)cc1,8.74,CHEMBL5811315,,val
CNC(=O)Cc1cnc(OC)c(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2)N(c2cccc(Cl)c2F)C3=O)c1,8.74,CHEMBL3653300,,train
CC(C)CC1CCCCN1c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,8.74,CHEMBL5896208,,train
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)C2(OCC1(C(N)=O)CC1)c1ccc(Cl)cc1,8.74,CHEMBL6033134,,test
CC[C@H]1[C@H](C)O[C@]23OC(=O)C[C@@]2(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N13,8.74,CHEMBL3891247,,train
CN1C(=O)N(C[C@H](C2CC2)N2C(=O)[C@@](C)(CC(=O)O)C[C@H](c3cccc(Cl)c3)[C@H]2c2ccc(Cl)cc2)C(=O)C1(C)C,8.74,CHEMBL3896849,,val
CCCCN1[C@@H](CC(C)(C)C)[C@@]2(CNc3cc(Cl)ccc32)[C@@H](c2cccc(F)c2F)[C@@H]1C(=O)Nc1ccc(C(=O)O)cc1OC,8.74,CHEMBL5403772,,train
CC(O)(CO)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,8.74,CHEMBL6016039,,train
CN(C(=O)C[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)C(C)(C)C)C2CC2)C1=O)c1ccc(C(=O)O)cc1,8.74,CHEMBL3407566,,train
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(C(N)=O)CC1)c1ccc(Cl)cc1,8.74,CHEMBL6014317,,train
C=C(c1ccc(F)cc1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,8.73,CHEMBL5885748,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(NC(C)(C)c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,8.73,CHEMBL5856711,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCN(S(C)(=O)=O)C[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.73,CHEMBL5911344,,train
CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2ccc(C(=O)O)c[n+]2[O-])O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.73,CHEMBL5777005,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(C)(O)c3cscn3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.73,CHEMBL6016311,,test
CCC(C)(O)c1cc(F)c2c(c1)C(=O)N([C@@H](CC(=O)O)c1ccc(Cl)cc1)[C@@]2(OCC1(F)COC1)c1ccc(Cl)cc1,8.72,CHEMBL5918897,,train
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1S(C)(=O)=O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,8.72,CHEMBL5028339,,train
Cn1cc(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ccc(Cl)c[n+]2[O-])[C@@]3(OCC2(O)CC2)c2ccc(Cl)cc2)cn1,8.72,CHEMBL5844144,,train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)cc1)[C@H]2c1ccc(Cl)cc1,8.72,CHEMBL3601322,,train
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cn1)N(c1cc(Cl)ccc1C)C2=O,8.72,CHEMBL3691694,,train
C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(/C=C/c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,8.72,CHEMBL5833947,,train
C[C@H](Nc1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1)c1ccccc1,8.72,CHEMBL6044058,,train
CCC(O)(c1cc(F)c2c(c1)C(=O)N(Cc1ncc(Cl)cn1)[C@@]2(O[C@H]1C[C@@H](O)C1)c1ccc(Cl)cc1)c1cn(C)cn1,8.72,CHEMBL6029305,,val
CC[C@@](C)(O)c1cc(F)c2c(c1)C(=O)N([C@@H](CC(=O)O)c1ccc(Cl)cc1)[C@@]2(OCC1(F)COC1)c1ccc(Cl)cc1,8.72,CHEMBL5780620,,train
NC(=O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1,8.72,CHEMBL4102205,,test
CC(C)(O)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1C(=O)O)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,8.72,CHEMBL5870422,,train
CC(C)c1ccnc(-c2nc3nc(-c4nnn[nH]4)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)c1,8.72,CHEMBL6057627,,train
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)c(F)cc1F)C2=O,8.72,CHEMBL3687310,,train
CC[C@@H](C[S@@+]([O-])C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.72,CHEMBL3924621,,test
CC(=O)N1CCC(C(C)(O)c2cc(F)c3c(c2)C(=O)N(Cc2ncc(Cl)cn2)[C@@]3(O[C@H]2C[C@@H](O)C2)c2ccc(Cl)cc2)CC1,8.72,CHEMBL5740654,,val
C=C(c1ccccc1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,8.72,CHEMBL5828053,,train
CNC(=O)Cc1cnc(OC)c(-c2nc3c(n2C(C)C)C(c2ccc(C#N)cc2)N(c2cc(Cl)ccc2C)C3=O)c1,8.71,CHEMBL3653303,,val
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3C4CCCC3CC4)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,8.71,CHEMBL5877539,,train
C[C@H]1CC[C@H](Cn2c(N[C@@H](CO)c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,8.71,CHEMBL5880841,,test
CCCN(c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1)[C@@H](C)c1cccc(F)c1,8.71,CHEMBL5983674,,train
CC(F)(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCC1,8.71,CHEMBL5911134,,train
COc1ncc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cccc(Cl)c1F)C2=O,8.71,CHEMBL3653285,,val
C[C@@H]1COCCN1c1nc2nc(-c3n[nH]c(=O)o3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,8.71,CHEMBL5768965,,train
CCOC(=O)N1C[C@@H](C)N(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@H](C)C1,8.7,CHEMBL3649934,,val
CC(F)(c1ccccn1)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.7,CHEMBL3649985,,train
CC[C@@H](COCC1CC1)N1C(=O)[C@@](C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,8.7,CHEMBL5830184,,train
CCCNC(=O)N1C[C@H](C)N(c2nc3cc(-c4nc(=O)o[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H](C)C1,8.7,CHEMBL3966104,,train
COC(=O)N1C[C@H](C)N(c2nc3cc(-c4nc(=O)o[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H](C)C1,8.7,CHEMBL3968776,,test
CCOc1cccc(CN2[C@H]3Cc4c5cc(C)c(C(=O)O)cc5nn4[C@H]3[C@H](c3cccc(Cl)c3F)[C@]23C(=O)Nc2cc(Cl)ccc23)c1,8.7,CHEMBL5781522,,train
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3c(Br)c(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.7,CHEMBL3650000,,train
O=C(O)c1ccc2nc3n(c2c1)C[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,8.7,CHEMBL5762133,,val
CNc1ncc(Cl)cc1-c1nc(-c2noc(=O)[nH]2)cc2nc(N3CCO[C@@H]4CCC[C@H]43)n(C[C@H]3CC[C@H](C)CC3)c12,8.7,CHEMBL3653325,,val
Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,8.7,CHEMBL5314455,BRIGIMADLIN,train
CCOC(c1ccccn1)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.7,CHEMBL3649974,,test
CCCC(COC)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.7,CHEMBL3649991,,train
Cc1c(C(=O)O)ccc2nc3n(c12)CC[C@H]1[C@@H]3[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1,8.7,CHEMBL6044432,,train
C[C@H]1COC[C@H](C)N1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.7,CHEMBL3647069,,val
COc1cc(C(=O)O)ccc1NC(=O)[C@H]1[C@H](c2cccc(F)c2F)[C@]2(CNc3cc(Cl)ccc32)[C@H](CC(C)(C)C)N1C,8.7,CHEMBL5421232,,train
CC(F)(c1ccc(F)cc1F)c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.7,CHEMBL3649981,,test
CCN1[C@H]2Cc3c4ccc(C(=O)O)cc4nn3[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,8.7,CHEMBL4789374,,train
C=CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,8.7,CHEMBL6046211,,train
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](CNCc2ccc(C(=O)O)cc2)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.7,CHEMBL5185334,,test
CC(C)(O)c1cc(F)c2c(c1)C(=O)N([C@@H](CC(=O)O)c1ccc(Cl)cc1)[C@@]2(O[C@H]1CCOC1)c1ccc(Cl)cc1,8.7,CHEMBL5967228,,train
